exception_id,created_at,portfolio_id,instrument_type,counterparty,exception_type,exception_description,amount_difference,currency,severity,status,owner_team,due_at,resolved_at,root_cause
EXC-000407,2026-07-31 04:13:00,PORT-1069,FX,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,43672.98,GBP,Low,Resolved,Trade Support,2026-08-03 04:13:00,2026-08-01 11:10:16.894480937,Counterparty confirmation delay
EXC-000408,2026-08-01 06:28:00,PORT-1076,Fixed Income,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,28677.93,USD,Medium,Open,Reference Data Operations,2026-08-02 18:28:00,,Security master attribute gap
EXC-000409,2026-08-01 04:39:00,PORT-1052,Equity,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,35984.48,EUR,Medium,In Progress,Reconciliation Operations,2026-08-02 16:39:00,,Position or cash mismatch
EXC-000410,2026-08-02 19:42:00,PORT-1060,Equity,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,51802.34,USD,Low,Open,Settlement Operations,2026-08-05 19:42:00,,Settlement instruction or funding issue
EXC-000411,2026-08-08 10:06:00,PORT-1006,Cash,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,4601.83,USD,Low,In Progress,Client Reporting,2026-08-11 10:06:00,,Late file delivery
EXC-000412,2026-08-06 12:19:00,PORT-1097,Fixed Income,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,82881.19,USD,High,In Progress,Client Reporting,2026-08-07 04:19:00,,Upstream data delivery delay
EXC-000413,2026-08-01 16:01:00,PORT-1095,Derivative,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,11296.71,USD,Medium,Resolved,Reconciliation Operations,2026-08-03 04:01:00,2026-08-03 10:36:26.752948521,Position or cash mismatch
EXC-000414,2026-08-06 01:38:00,PORT-1075,Fixed Income,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,16887.25,JPY,Medium,Open,Settlement Operations,2026-08-07 13:38:00,,Late file delivery
EXC-000415,2026-08-07 14:51:00,PORT-1002,Cash,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,38463.19,USD,Medium,Resolved,Reconciliation Operations,2026-08-09 02:51:00,2026-08-08 20:51:56.663422079,Position or cash mismatch
EXC-000416,2026-07-30 20:48:00,PORT-1043,Equity,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,24855.24,GBP,High,In Progress,Trade Support,2026-07-31 12:48:00,,Counterparty confirmation delay
EXC-000417,2026-08-04 10:40:00,PORT-1081,Equity,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,44858.89,EUR,High,In Progress,Reconciliation Operations,2026-08-05 02:40:00,,Late file delivery
EXC-000418,2026-07-31 18:06:00,PORT-1067,Cash,Aurora Securities,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,31223.28,EUR,Critical,Resolved,Compliance Operations,2026-08-01 00:06:00,2026-07-31 23:21:00.462958170,Policy threshold review
EXC-000419,2026-08-06 12:24:00,PORT-1089,Cash,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,19854.8,JPY,Medium,Open,Reconciliation Operations,2026-08-08 00:24:00,,Position or cash mismatch
EXC-000420,2026-08-05 17:33:00,PORT-1061,Fixed Income,Cedar Exchange,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,133946.54,USD,Critical,In Progress,Settlement Operations,2026-08-05 23:33:00,,Settlement instruction or funding issue
EXC-000421,2026-08-05 21:50:00,PORT-1070,Fixed Income,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,56583.28,USD,Medium,In Progress,Client Reporting,2026-08-07 09:50:00,,Upstream data delivery delay
EXC-000422,2026-08-05 14:53:00,PORT-1034,Fixed Income,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,36946.39,USD,Medium,Resolved,Reconciliation Operations,2026-08-07 02:53:00,2026-08-06 13:08:10.885349264,Late file delivery
EXC-000423,2026-08-04 22:52:00,PORT-1080,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,55667.17,USD,Medium,Open,Reconciliation Operations,2026-08-06 10:52:00,,Position or cash mismatch
EXC-000424,2026-08-06 08:35:00,PORT-1053,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,12828.24,GBP,Low,Escalated,Reconciliation Operations,2026-08-09 08:35:00,,Position or cash mismatch
EXC-000425,2026-08-01 04:40:00,PORT-1079,Derivative,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,263948.77,USD,Medium,Escalated,Client Reporting,2026-08-02 16:40:00,,Upstream data delivery delay
EXC-000426,2026-08-06 01:46:00,PORT-1021,Equity,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,8586.8,USD,Medium,Resolved,Reference Data Operations,2026-08-07 13:46:00,2026-08-07 00:57:08.062087803,Security master attribute gap
EXC-000427,2026-08-04 22:40:00,PORT-1027,FX,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,30297.7,USD,Low,In Progress,Trade Support,2026-08-07 22:40:00,,Counterparty confirmation delay
EXC-000428,2026-07-31 18:09:00,PORT-1009,Equity,Northstar Clearing,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,19915.48,USD,Medium,Resolved,Reference Data Operations,2026-08-02 06:09:00,2026-08-02 11:43:10.594983896,Security master attribute gap
EXC-000429,2026-08-04 23:44:00,PORT-1067,Equity,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,19136.73,EUR,High,Open,Reconciliation Operations,2026-08-05 15:44:00,,Data mapping variance
EXC-000430,2026-08-09 05:28:00,PORT-1072,FX,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,16697.77,USD,Medium,Resolved,Reference Data Operations,2026-08-10 17:28:00,2026-08-10 19:58:49.768844963,Security master attribute gap
EXC-000431,2026-08-09 08:12:00,PORT-1028,Fixed Income,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,11964.56,EUR,High,Resolved,Settlement Operations,2026-08-10 00:12:00,2026-08-09 17:55:01.082672254,Settlement instruction or funding issue
EXC-000432,2026-08-04 23:52:00,PORT-1038,FX,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,93691.18,EUR,Critical,Open,Compliance Operations,2026-08-05 05:52:00,,Policy threshold review
EXC-000433,2026-08-02 20:46:00,PORT-1056,Equity,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,7593.61,GBP,High,In Progress,Client Reporting,2026-08-03 12:46:00,,Data mapping variance
EXC-000434,2026-07-30 21:55:00,PORT-1075,Cash,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,75564.52,USD,High,Resolved,Reference Data Operations,2026-07-31 13:55:00,2026-07-31 02:44:22.299213688,Security master attribute gap
EXC-000435,2026-08-08 00:28:00,PORT-1030,Derivative,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,53154.85,EUR,Low,Resolved,Reconciliation Operations,2026-08-11 00:28:00,2026-08-11 00:48:20.616755537,Position or cash mismatch
EXC-000436,2026-08-03 22:02:00,PORT-1048,Derivative,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,18034.9,USD,Critical,Resolved,Trade Support,2026-08-04 04:02:00,2026-08-04 05:32:27.570408399,Counterparty confirmation delay
EXC-000437,2026-08-06 11:13:00,PORT-1019,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,47062.78,USD,Low,In Progress,Reconciliation Operations,2026-08-09 11:13:00,,Position or cash mismatch
EXC-000438,2026-08-04 20:18:00,PORT-1080,Fixed Income,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,22792.94,EUR,Medium,Resolved,Fund Accounting,2026-08-06 08:18:00,2026-08-06 07:23:19.997538054,Ledger posting difference
EXC-000439,2026-08-04 21:36:00,PORT-1086,Fixed Income,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,8467.1,EUR,Critical,Resolved,Compliance Operations,2026-08-05 03:36:00,2026-08-04 22:21:12.647456395,Policy threshold review
EXC-000440,2026-08-06 05:45:00,PORT-1073,ETF,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,8561.62,USD,Medium,Resolved,Client Reporting,2026-08-07 17:45:00,2026-08-07 01:37:11.778337405,Upstream data delivery delay
EXC-000441,2026-08-09 03:52:00,PORT-1080,Fixed Income,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,53541.57,GBP,Medium,In Progress,Reference Data Operations,2026-08-10 15:52:00,,Late file delivery
EXC-000442,2026-08-08 15:01:00,PORT-1075,Equity,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,50703.43,USD,Medium,Resolved,Reconciliation Operations,2026-08-10 03:01:00,2026-08-10 14:13:14.940097547,Position or cash mismatch
EXC-000443,2026-08-04 03:02:00,PORT-1082,Fixed Income,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,34686.71,EUR,Low,Resolved,Compliance Operations,2026-08-07 03:02:00,2026-08-07 21:28:20.797055827,Policy threshold review
EXC-000444,2026-08-07 02:30:00,PORT-1043,Equity,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,17834.81,JPY,Low,Open,Reconciliation Operations,2026-08-10 02:30:00,,Position or cash mismatch
EXC-000445,2026-08-06 01:46:00,PORT-1021,Fixed Income,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,22027.5,USD,Low,In Progress,Trade Support,2026-08-09 01:46:00,,Counterparty confirmation delay
EXC-000446,2026-08-08 10:29:00,PORT-1095,Equity,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,19113.86,GBP,Low,Open,Compliance Operations,2026-08-11 10:29:00,,Policy threshold review
EXC-000447,2026-08-08 20:38:00,PORT-1001,Equity,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,4297.16,EUR,Medium,In Progress,Settlement Operations,2026-08-10 08:38:00,,Settlement instruction or funding issue
EXC-000448,2026-08-08 01:40:00,PORT-1040,FX,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,28690.34,GBP,Medium,Resolved,Client Reporting,2026-08-09 13:40:00,2026-08-08 06:33:36.228155947,Manual processing error
EXC-000449,2026-08-05 13:53:00,PORT-1072,Fixed Income,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,46563.75,EUR,Medium,Open,Reconciliation Operations,2026-08-07 01:53:00,,Position or cash mismatch
EXC-000450,2026-08-07 17:12:00,PORT-1078,Fixed Income,Cedar Exchange,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,28882.44,EUR,High,Resolved,Client Reporting,2026-08-08 09:12:00,2026-08-08 06:37:58.266400689,Upstream data delivery delay
EXC-000451,2026-08-07 00:47:00,PORT-1068,ETF,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,172405.86,USD,Low,Open,Reconciliation Operations,2026-08-10 00:47:00,,Position or cash mismatch
EXC-000452,2026-08-06 07:44:00,PORT-1048,Derivative,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,9369.45,EUR,Medium,Resolved,Settlement Operations,2026-08-07 19:44:00,2026-08-07 12:08:26.945818490,Settlement instruction or funding issue
EXC-000453,2026-08-06 10:55:00,PORT-1091,Fixed Income,Harbor Trade Services,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,13437.99,USD,High,Resolved,Compliance Operations,2026-08-07 02:55:00,2026-08-07 04:48:16.253129768,Policy threshold review
EXC-000454,2026-08-09 06:25:00,PORT-1024,ETF,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,30935.82,JPY,High,Resolved,Reconciliation Operations,2026-08-09 22:25:00,2026-08-09 11:23:46.240970848,Position or cash mismatch
EXC-000455,2026-08-08 03:29:00,PORT-1014,Cash,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,34750.71,USD,Medium,Resolved,Reconciliation Operations,2026-08-09 15:29:00,2026-08-09 18:01:51.183697759,Position or cash mismatch
EXC-000456,2026-07-30 19:37:00,PORT-1062,ETF,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,3654.56,USD,Low,Open,Reconciliation Operations,2026-08-02 19:37:00,,Position or cash mismatch
EXC-000457,2026-08-02 16:05:00,PORT-1032,Cash,Cedar Exchange,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,50657.01,GBP,High,Resolved,Settlement Operations,2026-08-03 08:05:00,2026-08-03 17:11:01.991280753,Settlement instruction or funding issue
EXC-000458,2026-08-08 02:57:00,PORT-1046,Derivative,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,34917.13,USD,High,Resolved,Pricing & Valuation,2026-08-08 18:57:00,2026-08-08 13:58:13.542986572,Market data variance
EXC-000459,2026-08-06 12:19:00,PORT-1045,Equity,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,2906.3,USD,Medium,Open,Reference Data Operations,2026-08-08 00:19:00,,Security master attribute gap
