ticket_id,created_at,business_unit,process_area,issue_description,issue_category,priority,status,assigned_team,sla_hours,resolution_hours,manually_estimated_minutes,ai_estimated_minutes,human_review_decision
OPS-00492,2025-04-24 12:34:04,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between trade feed and custodian record for mandate NOVA.,Data Mismatch,Low,Resolved,Pricing Control Team,68,59.0,10,4,Adjusted
OPS-00472,2025-04-24 13:02:01,Investment Operations,Client Request,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Medium,Resolved,Client Service Team,44,21.0,27,11,Rejected
OPS-01234,2025-04-25 02:11:44,Investment Operations,Data Quality,Pricing discrepancy detected for portfolio ALPHA between trade feed and custodian record.,Pricing Discrepancy,Critical,Escalated,Data Quality Team,8,,54,29,Pending
OPS-01180,2025-04-25 02:36:57,Accounting Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for account S-204.,Failed Reconciliation,High,In Review,Reconciliation Team,24,,42,21,Accepted
OPS-01187,2025-04-25 06:07:31,Data Operations,Pricing Issue,mandate NOVA has inconsistent account balance information requiring comparison across input files.,Data Mismatch,High,Open,Pricing Control Team,24,,30,11,Adjusted
OPS-01047,2025-04-25 07:15:13,Data Operations,Reporting,Report delivery is at risk after a late upstream data refresh for account S-204.,Report Delay,Low,Resolved,Client Reporting Team,72,43.1,7,3,Accepted
OPS-00347,2025-04-25 08:43:50,Data Operations,Data Quality,Data Quality data mismatch detected between pricing feed and control file for fund RIVER.,Data Mismatch,Low,Resolved,Data Quality Team,72,37.1,16,7,Adjusted
OPS-01080,2025-04-25 12:53:34,Investment Operations,Reconciliation,Unresolved reconciliation break in valuation requires source-system comparison for portfolio ALPHA.,Failed Reconciliation,High,Escalated,Reconciliation Team,20,,38,14,Pending
OPS-00550,2025-04-25 20:39:30,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between trade feed and custodian record for portfolio ALPHA.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,17.2,11,6,Accepted
OPS-00983,2025-04-26 02:47:06,Data Operations,Trade Settlement,"Confirmation status remains pending for portfolio HORIZON, delaying the settlement workflow.",Late Confirmation,Medium,Resolved,Settlement Operations Team,48,26.5,12,7,Adjusted
OPS-01181,2025-04-26 03:57:15,Compliance Operations,Compliance Review,Compliance Review data mismatch detected between source system and accounting report for fund ORION.,Data Mismatch,Medium,Resolved,Compliance Review Team,48,24.4,14,8,Accepted
OPS-00816,2025-04-26 09:58:44,Accounting Operations,Reconciliation,Unresolved reconciliation break in counterparty confirmation requires source-system comparison for fund RIVER.,Failed Reconciliation,Critical,Open,Reconciliation Team,8,,56,33,Pending
OPS-00648,2025-04-26 12:29:18,Client Reporting,Reporting,Scheduled reporting output has not completed because valuation is still pending for portfolio HORIZON.,Report Delay,Critical,Resolved,Client Reporting Team,12,19.3,42,15,Accepted
OPS-00216,2025-04-26 18:07:34,Compliance Operations,Compliance Review,Compliance Review identified a policy exception involving counterparty confirmation; human approval is required for portfolio ALPHA.,Policy Exception,High,In Review,Compliance Review Team,28,,30,10,Pending
OPS-00172,2025-04-26 21:12:42,Client Reporting,Reporting,Reporting workflow is waiting for missing account balance data for portfolio HORIZON.,Missing Data,Low,Resolved,Client Reporting Team,68,30.6,5,3,Accepted
OPS-00871,2025-04-27 00:39:06,Data Operations,Data Quality,Data Quality workflow is waiting for missing valuation data for fund RIVER.,Missing Data,Medium,Resolved,Data Quality Team,48,16.9,24,10,Accepted
OPS-00574,2025-04-27 09:10:00,Risk Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for portfolio HORIZON has not arrived.,Late Confirmation,Low,Resolved,Settlement Operations Team,68,59.3,5,3,Accepted
OPS-00966,2025-04-27 11:09:06,Investment Operations,Reconciliation,Reconciliation data mismatch detected between source system and accounting report for account S-204.,Data Mismatch,Low,In Review,Reconciliation Team,72,,12,7,Pending
OPS-00366,2025-04-27 15:44:27,Risk Operations,Accounting Exception,Validation found a discrepancy in valuation values between source records and the operational report for mandate NOVA.,Data Mismatch,High,In Review,Accounting Control Team,28,,25,13,Accepted
OPS-00148,2025-04-27 21:08:10,Data Operations,Reporting,Scheduled reporting output has not completed because account balance is still pending for account S-204.,Report Delay,Medium,Resolved,Client Reporting Team,52,43.2,16,6,Accepted
OPS-00015,2025-04-28 01:09:06,Accounting Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for fund RIVER.,Failed Reconciliation,High,In Review,Accounting Control Team,20,,41,22,Accepted
OPS-00649,2025-04-28 08:51:28,Investment Operations,Data Quality,Data Quality workflow is waiting for missing counterparty confirmation data for portfolio ALPHA.,Missing Data,High,In Review,Data Quality Team,24,,26,15,Adjusted
OPS-01111,2025-04-28 11:34:50,Investment Operations,Reconciliation,Reconciliation data mismatch detected between source system and accounting report for mandate NOVA.,Data Mismatch,Medium,In Review,Reconciliation Team,48,,15,6,Pending
OPS-00093,2025-04-28 14:36:33,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between pricing feed and control file for fund RIVER.,Data Mismatch,Critical,Escalated,Pricing Control Team,8,,48,24,Pending
OPS-00174,2025-04-29 03:49:14,Accounting Operations,Accounting Exception,portfolio ALPHA has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,15.7,19,7,Accepted
OPS-00253,2025-04-29 09:47:37,Accounting Operations,Reconciliation,Reconciliation workflow is waiting for missing account balance data for fund RIVER.,Missing Data,Medium,Resolved,Reconciliation Team,44,40.5,17,6,Adjusted
OPS-01173,2025-04-29 11:15:58,Investment Operations,Trade Settlement,Trade Settlement workflow is waiting for missing benchmark data for fund RIVER.,Missing Data,High,In Review,Settlement Operations Team,20,,31,15,Pending
OPS-01190,2025-04-29 11:24:55,Accounting Operations,Accounting Exception,Validation found a discrepancy in security identifier values between source records and the operational report for fund RIVER.,Data Mismatch,Medium,Resolved,Accounting Control Team,44,17.0,28,12,Accepted
OPS-00325,2025-04-29 12:59:26,Investment Operations,Pricing Issue,Independent price verification found an unusual security identifier variance for mandate NOVA.,Pricing Discrepancy,High,In Review,Pricing Control Team,24,,38,14,Accepted
OPS-01094,2025-04-29 23:22:49,Client Reporting,Reporting,Analyst identified incomplete benchmark information in the reporting queue for portfolio ALPHA.,Missing Data,Low,Open,Client Reporting Team,72,,9,4,Pending
OPS-00867,2025-04-30 00:54:00,Investment Operations,Pricing Issue,Analyst identified incomplete counterparty confirmation information in the pricing issue queue for mandate NOVA.,Missing Data,Medium,In Review,Pricing Control Team,52,,28,9,Pending
OPS-00591,2025-04-30 19:23:22,Client Reporting,Reporting,Scheduled reporting output has not completed because account balance is still pending for account S-204.,Report Delay,Medium,Open,Client Reporting Team,52,,22,8,Pending
OPS-00946,2025-04-30 20:06:06,Accounting Operations,Accounting Exception,Unresolved reconciliation break in security identifier requires source-system comparison for account S-204.,Failed Reconciliation,Critical,Escalated,Accounting Control Team,8,,51,26,Adjusted
OPS-00566,2025-04-30 23:33:47,Investment Operations,Pricing Issue,portfolio HORIZON has inconsistent benchmark information requiring comparison across input files.,Data Mismatch,Medium,In Review,Pricing Control Team,48,,17,10,Adjusted
OPS-00288,2025-05-01 03:30:35,Data Operations,Pricing Issue,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for account S-204.,Data Mismatch,Medium,Resolved,Pricing Control Team,48,32.0,23,10,Accepted
OPS-00178,2025-05-01 03:44:53,Risk Operations,Trade Settlement,"Confirmation status remains pending for fund ORION, delaying the settlement workflow.",Late Confirmation,Medium,Resolved,Settlement Operations Team,52,29.3,20,12,Accepted
OPS-00382,2025-05-01 07:29:30,Accounting Operations,Accounting Exception,Accounting Exception failed after a difference was detected between source system and accounting report for portfolio HORIZON.,Failed Reconciliation,High,Resolved,Accounting Control Team,20,38.7,28,14,Accepted
OPS-01174,2025-05-01 22:46:39,Investment Operations,Trade Settlement,Trade Settlement data mismatch detected between trade feed and custodian record for fund RIVER.,Data Mismatch,Medium,In Review,Settlement Operations Team,44,,20,8,Pending
OPS-00647,2025-05-02 18:38:34,Accounting Operations,Reconciliation,Reconciliation failed after a difference was detected between trade feed and custodian record for fund ORION.,Failed Reconciliation,High,Open,Reconciliation Team,24,,46,22,Adjusted
OPS-00723,2025-05-02 21:04:57,Investment Operations,Data Quality,"Required benchmark was not received for mandate NOVA, blocking data quality processing.",Missing Data,High,Resolved,Data Quality Team,20,26.9,24,12,Rejected
OPS-00235,2025-05-02 22:39:43,Client Reporting,Reporting,Validation found a discrepancy in reference data values between source records and the operational report for portfolio ALPHA.,Data Mismatch,Medium,Resolved,Client Reporting Team,44,25.2,16,8,Accepted
OPS-00352,2025-05-02 22:43:07,Data Operations,Reporting,"Required reference data was not received for account S-204, blocking reporting processing.",Missing Data,Medium,In Review,Client Reporting Team,44,,22,11,Accepted
OPS-00314,2025-05-02 23:07:03,Compliance Operations,Compliance Review,Control check flagged portfolio ALPHA outside the configured policy threshold and needs documented review.,Policy Exception,Critical,Escalated,Compliance Review Team,12,,47,21,Pending
OPS-00716,2025-05-02 23:18:30,Investment Operations,Pricing Issue,mandate NOVA has inconsistent account balance information requiring comparison across input files.,Data Mismatch,High,Resolved,Pricing Control Team,20,29.4,38,14,Accepted
OPS-00913,2025-05-03 12:42:03,Accounting Operations,Reconciliation,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for account S-204.,Data Mismatch,High,Open,Reconciliation Team,24,,32,17,Accepted
OPS-00957,2025-05-03 16:37:11,Data Operations,Client Request,Analyst identified incomplete account balance information in the client request queue for portfolio HORIZON.,Missing Data,Medium,Resolved,Client Service Team,48,86.1,20,12,Accepted
OPS-00614,2025-05-03 21:09:51,Data Operations,Pricing Issue,Pricing discrepancy detected for account S-204 between pricing feed and control file.,Pricing Discrepancy,Medium,In Review,Pricing Control Team,48,,35,13,Pending
OPS-00102,2025-05-04 02:17:19,Accounting Operations,Accounting Exception,Accounting Exception failed after a difference was detected between trade feed and custodian record for portfolio ALPHA.,Failed Reconciliation,Medium,In Review,Accounting Control Team,48,,27,10,Pending
OPS-00076,2025-05-04 09:12:31,Investment Operations,Pricing Issue,Independent price verification found an unusual account balance variance for portfolio HORIZON.,Pricing Discrepancy,High,Resolved,Pricing Control Team,28,18.8,38,17,Accepted
OPS-01031,2025-05-04 17:32:55,Compliance Operations,Compliance Review,Control check flagged account S-204 outside the configured policy threshold and needs documented review.,Policy Exception,High,Open,Compliance Review Team,28,,39,21,Pending
OPS-01139,2025-05-04 21:25:59,Data Operations,Reconciliation,account S-204 has inconsistent security identifier information requiring comparison across input files.,Data Mismatch,High,Resolved,Reconciliation Team,28,10.8,30,12,Accepted
OPS-00616,2025-05-05 07:53:49,Client Reporting,Reporting,Analyst requested an approved manual adjustment to benchmark for account S-204.,Manual Override,Low,Resolved,Client Reporting Team,76,49.4,5,3,Accepted
OPS-00138,2025-05-05 21:50:21,Risk Operations,Compliance Review,Compliance Review identified a policy exception involving benchmark; human approval is required for portfolio ALPHA.,Policy Exception,Medium,Resolved,Compliance Review Team,44,31.9,21,8,Accepted
